"gvkey","iid","cik","first_date","last_date"
"007089","01",1382562,2007-01-04,2007-05-18
"007089","01",1382610,2007-01-04,2007-05-18
"145767","01",877358,2003-03-04,2003-03-04
"036139","03",1793659,2020-01-31,2020-11-16
"164408","02",1502653,2016-08-17,2016-08-17
"100644","01",1832433,2021-09-28,2023-03-08
"062865","01",1099252,1999-11-17,1999-11-17
"015318","01",844162,1995-05-12,1996-02-13
"024123","02",832334,1996-02-26,1996-08-14
"005284","01",1013621,1996-07-09,1996-07-09
"010385","04W",49996,2006-07-25,2006-07-25
"211934","90",1053947,2011-06-08,2011-06-08
"165993","01",1499886,2010-11-30,2010-11-30
"017629","02W",1210948,2004-03-16,2004-05-14
"007089","01",1382837,2007-01-04,2007-05-18
"147458","01",1068234,2002-12-30,2002-12-30
"027923","01",896100,1999-01-29,1999-04-19
"024509","01",878197,1998-06-29,1998-08-12
"114377","01C",1143883,2001-08-17,2001-08-17
"144620","01",894242,2002-12-27,2002-12-27
"141382","01",1143244,2005-06-16,2005-06-16
"141382","01",1142961,2005-06-16,2005-06-16
"141382","01",1143137,2005-06-16,2005-06-16
"141382","01",1143082,2005-06-16,2005-06-16
"141382","01",1142827,2005-06-16,2005-06-16
"141382","01",1266993,2005-06-16,2005-06-16
"141382","01",1142825,2005-06-16,2005-06-16
"141382","01",1143018,2005-06-16,2005-06-16
"141382","01",1142833,2005-06-16,2005-06-16
"141382","01",1143267,2005-06-16,2005-06-16
"192255","01",1535937,2011-12-27,2011-12-27
"192255","01",1535917,2011-12-27,2011-12-27
"192255","01",1535887,2011-12-27,2011-12-27
"192255","01",1535834,2011-12-27,2011-12-27
"192255","01",1535805,2011-12-27,2011-12-27
"192255","01",1535883,2011-12-27,2011-12-27
"192255","01",1535875,2011-12-27,2011-12-27
"141382","01",1266963,2005-06-16,2005-06-16
"141382","01",1143233,2005-06-16,2005-06-16
"141382","01",1143071,2005-06-16,2005-06-16
"322576","01",1792627,2022-03-02,2022-03-02
"012440","01",794627,1995-05-12,1995-08-11
"061736","01",1002223,1996-05-10,1996-08-13
"061605","01",1000369,1996-08-14,1997-05-14
"164290","01",1399520,2019-12-20,2019-12-20
"066319","02",1406234,2021-06-25,2021-06-25
"015620","18C",926171,2003-03-26,2003-03-26
"224673","01W",1071645,2000-08-31,2000-08-31
"010385","02",1465465,2009-07-02,2009-07-02
"027048","01",893928,1994-03-17,1994-03-17
"151016","01",1224374,2003-04-18,2003-04-18
"031105","01C",1397319,2007-05-18,2007-05-18
"031105","01C",1397322,2007-05-18,2007-05-18
"005476","01",1401033,2007-06-13,2007-06-13
"028329","01",894242,2002-12-27,2002-12-27
"010385","02",1465420,2009-07-02,2009-07-02
"062340","01C",1003112,2002-12-17,2002-12-17
"029041","01",911671,1996-10-15,1996-10-15
"121659","01",811808,2008-07-09,2008-07-09
"187167","01",1384072,2015-11-25,2015-11-25
"134267","90",1110999,2002-12-06,2002-12-06
"134267","02W",1110999,2002-12-06,2002-12-06
"012384","10W",1066808,1999-08-12,1999-08-12
"020185","01",1275402,2010-01-11,2010-01-11
"003022","01W",1513153,2011-04-06,2011-04-06
"241637","10W",1477824,2009-12-03,2010-01-06
"065072","01",885317,2011-09-01,2011-09-01
"005980","01",1162144,2007-04-23,2007-04-23
"009508","01",937630,2010-01-11,2010-01-11
"009508","01",1275415,2010-01-11,2010-01-11
"007068","01",63416,2004-09-20,2004-09-20
"192255","01",1535881,2011-12-27,2011-12-27
"003243","01",200245,2005-04-15,2005-04-15
"005980","01",1337606,2007-04-23,2007-04-23
"005284","01",1494268,2010-06-23,2010-06-23
"241637","10W",1477888,2009-12-03,2010-01-06
"029263","01C",1342062,2006-10-19,2006-10-19
"145766","01",1089094,2003-03-04,2003-03-04
"003505","01C",1175595,2002-08-05,2002-08-14
"003505","01C",1175591,2002-08-05,2002-08-14
"175903","01",1552629,2012-07-20,2012-09-20
"004460","01",1264289,2010-11-23,2010-11-23
"004460","01",1503144,2010-11-23,2010-11-23
"151159","01",1181187,2003-04-29,2003-04-29
"151159","01",1169028,2003-04-29,2003-04-29
"175903","01",1552496,2012-07-20,2012-09-20
"175903","01",1552518,2012-07-20,2012-09-20
"175903","01",1552515,2012-07-20,2012-09-20
"005568","02",1169077,2014-03-10,2014-03-10
"004460","01",1404702,2010-11-23,2010-11-23
"004460","01",1404701,2010-11-23,2010-11-23
"004460","01",1404707,2010-11-23,2010-11-23
"014971","07",1181187,2022-05-04,2022-05-04
"037073","01",1610794,2014-11-17,2015-04-14
"026245","01",1775730,2019-09-03,2019-09-03
"109301","90",1057047,1999-12-10,1999-12-10
"025495","05",1692819,2018-06-01,2018-06-01
"030495","02",1048793,2009-12-03,2010-01-28
"030495","02",1394219,2009-12-03,2010-01-28
"030495","02",1125242,2009-12-03,2010-01-28
"025334","01",1259643,2003-09-25,2003-12-23
"025334","01",1259605,2003-09-25,2003-12-23
"025334","01",1259672,2003-09-25,2003-12-23
"025334","01",1259589,2003-09-25,2003-12-23
"025334","01",1259587,2003-09-25,2003-12-23
"025334","01",1259650,2003-09-25,2003-12-23
"025334","01",1259576,2003-09-25,2003-12-23
"025334","01",1259575,2003-09-25,2003-12-23
"025334","01",1259699,2003-09-25,2003-12-23
"010991","01",1323936,2010-03-15,2010-03-15
"025334","01",1259615,2003-09-25,2003-12-23
"151157","01",1169028,2003-04-29,2003-04-29
"007114","90",1497219,2010-10-01,2010-10-01
"064303","06",1527469,2016-07-01,2016-07-01
"015173","02C",1174116,2002-05-31,2002-05-31
"160739","90",313216,2007-06-05,2007-06-05
"220509","04W",7649,1999-09-27,1999-09-27
"026033","01",893906,1996-07-29,1996-11-14
"183797","01W",1355007,2009-07-10,2009-07-10
"164320","01",1028918,2015-12-03,2015-12-03
"061103","01",1465082,2009-06-29,2009-06-29
"020259","03",1296896,2004-07-21,2004-07-26
"020259","02C",1123238,2004-07-21,2004-07-26
"020259","02C",1123240,2004-07-21,2004-07-26
"020259","02C",1297314,2004-07-21,2004-07-26
"015173","02C",1174104,2002-05-31,2002-05-31
"015173","02C",1174018,2002-05-31,2002-05-31
"015173","02C",1174135,2002-05-31,2002-05-31
"015173","02C",1174126,2002-05-31,2002-05-31
"015173","02C",1174141,2002-05-31,2002-05-31
"015173","02C",1174051,2002-05-31,2002-05-31
"015173","02C",1174046,2002-05-31,2002-05-31
"015173","02C",1174057,2002-05-31,2002-05-31
"015173","02C",1174216,2002-05-31,2002-05-31
"015173","02C",1174026,2002-05-31,2002-05-31
"015173","02C",1174221,2002-05-31,2002-05-31
"061103","01",1465081,2009-06-29,2009-06-29
"020259","03",1123245,2004-07-21,2004-07-26
"015173","02C",1174039,2002-05-31,2002-05-31
"015173","02C",1174023,2002-05-31,2002-05-31
"020259","02C",1123223,2004-07-21,2004-07-26
"015173","02C",1174213,2002-05-31,2002-05-31
"022260","04",1541565,2012-02-08,2012-02-08
"100651","02W",1283708,2005-03-10,2005-03-10
"021382","91",931098,2002-03-25,2002-03-25
"142460","01",1067217,1998-09-08,1998-09-08
"008169","01",319201,2019-03-11,2019-03-11
"106965","01C",1753368,2022-02-10,2022-02-10
"064655","02C",1278165,2004-02-17,2004-03-17
"064655","02C",1278160,2004-02-17,2004-03-17
"203944","92W",944747,2015-05-07,2015-05-07
"245346","02W",1439124,2017-03-30,2017-03-30
"028728","01",906285,1998-11-13,1999-03-31
"014140","02",1302251,2007-07-09,2007-07-09
"028328","01",1137393,2002-12-27,2002-12-27
"142460","01",1067229,1998-09-08,1998-09-08
"142460","01",1067242,1998-09-08,1998-09-08
"142460","01",1067214,1998-09-08,1998-09-08
"142460","01",1067212,1998-09-08,1998-09-08
"008406","01",1067211,1998-09-08,1998-09-08
"142460","01",1067209,1998-09-08,1998-09-08
"142460","01",1067234,1998-09-08,1998-09-08
"008406","01",1067243,1998-09-08,1998-09-08
"008406","01",1067257,1998-09-08,1998-09-08
"189517","01",1582196,2015-04-02,2015-04-02
"189517","01",1582195,2015-04-02,2015-04-02
"189517","01",1582132,2015-04-02,2015-04-02
"189517","01",1582044,2015-04-02,2015-04-02
"189517","01",1581445,2015-04-02,2015-04-02
"189517","01",1581428,2015-04-02,2015-04-02
"189517","01",1581424,2015-04-02,2015-04-02
"189517","01",1581402,2015-04-02,2015-04-02
"189517","01",1581407,2015-04-02,2015-04-02
"064655","02C",1278175,2004-02-17,2004-03-17
"148434","01",1181026,2003-04-29,2003-04-29
"064655","02C",1278162,2004-02-17,2004-03-17
"148434","01",1181027,2003-04-29,2003-04-29
"182788","04",1610395,2014-10-27,2014-10-27
"182788","04",1538293,2014-10-27,2014-10-27
"189517","01",1582038,2015-04-02,2015-04-02
"189517","01",1581409,2015-04-02,2015-04-02
"189517","01",1581448,2015-04-02,2015-04-02
"064655","02C",936287,2004-02-17,2004-03-17
"145186","01",1603561,2014-03-27,2014-05-05
"189517","01",1582036,2015-04-02,2015-04-02
"064655","02C",1278171,2004-02-17,2004-03-17
"014007","03",1357629,2006-04-10,2006-05-25
"175995","01",1532271,2011-10-24,2011-10-24
"175995","01",1532267,2011-10-24,2011-10-24
"004864","04",1328798,2014-10-02,2014-10-02
"107710","01",1621527,2014-10-08,2014-10-08
"017225","03W",1523747,2011-06-24,2011-06-24
"144990","01C",1465420,2009-07-02,2009-07-02
"108752","01",754440,1999-12-22,1999-12-22
"020259","03",1123259,2004-07-21,2004-07-26
"015173","02C",1174011,2002-05-31,2002-05-31
"061103","01",1465084,2009-06-29,2009-06-29
"182788","04",1611641,2014-10-27,2014-10-27
"182788","04",1538273,2014-10-27,2014-10-27
"142460","01",1067231,1998-09-08,1998-09-08
"020259","02C",1297301,2004-07-21,2004-07-26
"006496","01",55080,1999-03-24,1999-03-24
"116847","01",880280,2002-12-30,2002-12-30
"028066","01",895420,1998-04-29,1998-04-29
"023675","08",870778,2011-01-07,2011-01-07
"282189","01W",1404973,2007-08-22,2007-08-22
"114346","01",1159296,2003-12-05,2003-12-05
"144496","17W",1124136,2000-10-03,2000-10-03
"199456","01",1179135,2002-10-18,2002-10-18
"114346","01",910363,2003-12-05,2003-12-05
"114346","01",1266037,2003-12-05,2003-12-05
"114346","01",1266031,2003-12-05,2003-12-05
"114346","01",1266042,2003-12-05,2003-12-05
"114346","01",1266026,2003-12-05,2003-12-05
"013427","01",1043374,1997-09-25,1997-09-25
"144624","01",1137391,2002-12-27,2002-12-27
"015617","92W",225300,1997-08-22,1997-09-19
"199456","01",1179146,2002-10-18,2002-10-18
"036916","01",1861841,2021-10-29,2021-10-29
"026054","01",874143,2010-12-08,2010-12-08
"031105","01",1397325,2007-05-18,2007-05-18
"004245","03W",1574642,2013-05-02,2013-05-02
"144620","01",1528437,2021-10-04,2021-10-04
"100873","90",1578934,2013-07-17,2013-07-17
"031105","01",805264,2007-05-18,2007-05-18
"028317","01",1574810,2013-05-31,2013-05-31
"028317","01",1574839,2013-05-31,2013-05-31
"028317","01",1574836,2013-05-31,2013-05-31
"028317","01",1574825,2013-05-31,2013-05-31
"028317","01",1574805,2013-05-31,2013-05-31
"028317","01",1574804,2013-05-31,2013-05-31
"028317","01",1574802,2013-05-31,2013-05-31
"028317","01",1574797,2013-05-31,2013-05-31
"028317","01",1574754,2013-05-31,2013-05-31
"029883","01",1266781,2006-10-19,2006-10-19
"031105","01",1397320,2007-05-18,2007-05-18
"028317","01",1574823,2013-05-31,2013-05-31
"164703","01W",1324298,2007-12-12,2007-12-12
"174603","01",1469011,2009-08-10,2009-11-12
"022703","01",1584547,2021-06-29,2021-06-29
"165551","02W",1400917,2007-06-11,2007-06-11
"183739","01C",1042018,2009-09-28,2009-09-28
"179247","01",1050441,2014-11-06,2014-11-06
"108688","02W",1545224,2023-02-14,2023-02-14
"260778","01",1071739,2020-02-26,2020-02-26
"165993","90W",1500713,2010-11-30,2010-11-30
"107151","01",1834026,2022-06-13,2022-06-13
"025733","01",1089821,2003-03-04,2003-03-04
"024949","01",1089821,2003-03-04,2003-03-04
"120824","02",1381587,2013-03-21,2013-03-21
"120824","02",1289943,2013-03-21,2013-03-21
"120824","02",1475363,2013-03-21,2013-03-21
"165993","90W",1101287,2010-11-30,2010-11-30
"165993","90W",1500005,2010-11-30,2010-11-30
"165993","90W",1499905,2010-11-30,2010-11-30
"026305","01",1528961,2015-12-24,2015-12-24
"026305","01",1528951,2015-12-24,2015-12-24
"027849","01",902731,2002-12-27,2002-12-27
"025733","01",889430,2003-03-04,2003-03-04
"027882","01",1082239,1999-03-25,1999-03-25
"165993","90W",1499986,2010-11-30,2010-11-30
"165993","90W",1499910,2010-11-30,2010-11-30
"024949","01",889430,2003-03-04,2003-03-04
"144496","02W",1124136,2000-10-03,2000-10-03
"145049","01",1360494,2006-04-26,2006-04-26
"145049","01",1360491,2006-04-26,2006-04-26
"025028","01",883299,1998-11-09,1999-03-29
"003243","31",200245,2005-04-15,2005-04-15
"121817","01",1158519,2001-11-13,2001-11-13
"121817","01",1158508,2001-11-13,2001-11-13
"145049","01",1360482,2006-04-26,2006-04-26
"015252","03",1195621,2002-10-04,2002-10-04
"014372","02",1512101,2011-02-04,2011-02-04
"160165","01",1353799,2011-02-15,2011-02-15
"164132","01",1636315,2021-11-12,2021-11-12
"015620","22C",926171,2003-03-26,2003-03-26
"322728","01W",14272,2009-02-20,2009-02-20
"013031","03",798507,1998-04-24,1998-04-24
"154038","01C",314203,2006-12-14,2006-12-14
"014163","01",1493376,2010-06-04,2010-06-04
"015173","01C",1174129,2002-05-31,2002-05-31
"015252","03",1194206,2002-10-04,2002-10-04
"015173","01C",1174137,2002-05-31,2002-05-31
"015173","01C",1174127,2002-05-31,2002-05-31
"015173","01C",1174073,2002-05-31,2002-05-31
"015173","01C",1174081,2002-05-31,2002-05-31
"015173","01C",1174103,2002-05-31,2002-05-31
"015173","01C",1174072,2002-05-31,2002-05-31
"015173","01C",1174148,2002-05-31,2002-05-31
"015173","01C",1174100,2002-05-31,2002-05-31
"022260","02",1541585,2012-02-08,2012-02-08
"022260","02",1541573,2012-02-08,2012-02-08
"142460","04",1067259,1998-09-08,1998-09-08
"142460","04",1067245,1998-09-08,1998-09-08
"142460","04",1067232,1998-09-08,1998-09-08
"142460","04",1067208,1998-09-08,1998-09-08
"142460","04",1067251,1998-09-08,1998-09-08
"142460","04",1067254,1998-09-08,1998-09-08
"014163","01",1493347,2010-06-04,2010-06-04
"014163","01",1493284,2010-06-04,2010-06-04
"015252","03",1194804,2002-10-04,2002-10-04
"015173","01C",1174053,2002-05-31,2002-05-31
"015173","01C",1174070,2002-05-31,2002-05-31
"015173","01C",1174027,2002-05-31,2002-05-31
"015173","01C",1174115,2002-05-31,2002-05-31
"015173","01C",1174215,2002-05-31,2002-05-31
"014163","01",1493373,2010-06-04,2010-06-04
"101264","90",920617,2000-09-11,2000-09-11
"063024","90",1014839,2004-12-08,2004-12-08
"110685","01",202058,2019-07-31,2019-07-31
"062828","01",833081,1997-01-23,1997-01-23
"113419","01",1803599,2020-10-30,2020-10-30
"007186","01",1037975,2012-11-19,2012-11-19
"007186","01",1556702,2012-11-19,2012-11-19
"007186","01",1556714,2012-11-19,2012-11-19
"007186","01",1556666,2012-11-19,2012-11-19
"007186","01",1465156,2012-11-19,2012-11-19
"007186","01",1465154,2012-11-19,2012-11-19
"007186","01",1556680,2012-11-19,2012-11-19
"007186","01",1465013,2012-11-19,2012-11-19
"007186","01",1465161,2012-11-19,2012-11-19
"007186","01",1465010,2012-11-19,2012-11-19
"007186","01",1465011,2012-11-19,2012-11-19
"007186","01",1556713,2012-11-19,2012-11-19
"241637","03",1477827,2009-12-03,2010-01-06
"007186","01",872653,2012-11-19,2012-11-19
"007186","01",1556672,2012-11-19,2012-11-19
"007186","01",1556640,2012-11-19,2012-11-19
"011336","01",1120153,2000-10-17,2000-10-17
"133768","01W",1108629,2000-03-09,2000-03-09
"016474","01",1309280,2004-12-14,2004-12-14
"016474","01",1309293,2004-12-14,2004-12-14
"016474","01",1309289,2004-12-14,2004-12-14
"155340","01",1553755,2012-07-12,2012-07-12
"155340","01",1553702,2012-07-12,2012-07-12
"011336","01",1119747,2000-10-17,2000-10-17
"155340","01",1553775,2012-07-12,2012-07-12
"011336","01",1120152,2000-10-17,2000-10-17
"107710","03C",1619887,2014-10-08,2014-10-08
"028272","03W",762131,1995-03-13,1995-03-13
"272961","01W",1002638,2023-04-10,2023-04-10
"028614","01",18568,1996-07-09,1996-07-09
"102705","01W",1045513,2002-05-02,2002-05-02
"015598","90",1066808,1999-08-12,1999-08-12
"016431","11",850918,2003-07-02,2003-07-02
"003146","01",884130,1997-01-23,1997-01-23
"106245","02C",1011509,2011-07-29,2011-07-29
"015247","02",1168709,2002-04-11,2002-04-11
"004115","01",1344046,2011-05-18,2011-05-18
"004115","01",1344044,2011-05-18,2011-05-18
"004115","01",1344054,2011-05-18,2011-05-18
"031041","01",1322794,2006-07-10,2006-07-10
"004115","01",1344043,2011-05-18,2011-05-18
"116392","90",1072034,2002-07-01,2002-07-01
"137130","01",1406666,2010-12-15,2010-12-15
"007186","01",1556709,2012-11-19,2012-11-19
"155340","01",1503117,2012-07-12,2012-07-12
"036897","02",1726293,2020-08-07,2020-08-07
"145049","01",1360487,2006-04-26,2006-04-26
"142460","04",1067239,1998-09-08,1998-09-08
"014163","01",1493372,2010-06-04,2010-06-04
"012140","02",751364,1995-05-11,2023-05-02
"017874","02",1283699,2013-01-25,2023-04-27
"032382","01",1428439,2017-07-17,2023-04-27
"179657","01",1417398,2007-11-05,2023-02-08
"028322","01",899749,1996-05-13,2022-05-05
"165466","06",1338065,2005-10-21,2023-02-17
"186993","01",1509470,2011-06-13,2023-03-16
"027372","01",1651625,2015-08-28,2023-04-28
"035882","01C",1406234,2019-09-25,2023-02-02
"024351","01",1512499,2015-04-28,2023-05-03
"003243","09",831001,1994-05-13,2023-04-14
"002547","01",1739940,2019-02-28,2023-05-05
"164132","05",1222840,2003-11-13,2021-08-04
"032193","01",1705843,2017-06-23,2023-03-02
"019570","01",719220,1995-08-01,2023-02-24
"024287","03",874501,1996-05-15,2023-03-01
"062374","01",1020569,1999-11-24,2023-05-04
"028192","01",4281,2017-01-31,2023-05-02
"014369","04",821130,1994-03-29,2023-05-04
"184254","03W",1411494,2008-04-08,2022-02-25
"024287","01W",874501,1996-05-15,2023-03-01
"065689","01",1042729,1998-03-31,2023-03-03
"008542","02",78128,1994-03-30,2023-03-01
"158053","03",1273685,2003-12-31,2023-05-03
"008544","13W",78150,2002-11-05,2023-03-24
"222111","05W",1119639,2005-08-16,2023-03-02
"187576","01",1439404,2011-07-01,2022-05-09
"037949","03",1838672,2021-03-01,2023-03-02
"029412","01",912147,1995-09-01,2022-08-30
"031942","02",1676047,2016-06-02,2023-04-26
"160855","90",1295484,2004-07-07,2021-12-16
"012711","02",725363,1996-04-10,2023-02-14
"034482","01",1742341,2018-11-20,2023-04-27
"185946","01",1817944,2021-07-19,2022-08-19
"039376","01",1849867,2021-03-12,2023-04-27
"013794","01",811212,1995-11-03,2023-03-30
"037547","02",1826397,2020-10-13,2023-03-14
"041082","01",1782430,2020-01-13,2023-03-27
"010930","01",101538,1997-01-17,2022-11-14
"128079","01",1084551,1999-12-16,2022-12-16
"038246","02",1848323,2021-07-15,2023-03-29
"040645","01",1807887,2020-04-30,2023-04-17
"065460","01",1016838,2003-04-29,2023-03-30
"019117","01",1044378,2013-08-19,2023-04-17
"282104","04W",1857475,2021-07-02,2023-03-22
"007228","06W",1613103,2014-07-14,2023-03-01
"036536","01",1374690,2020-03-06,2023-03-14
"038798","01",1837929,2021-07-15,2023-03-31
"040072","02",1883962,2021-11-03,2023-03-31
"037970","01",1836259,2021-03-30,2022-11-14
"176064","01",1277250,2021-02-12,2023-03-15
"037805","03",1829999,2020-11-04,2022-11-14
"038454","01",1848558,2021-08-19,2022-11-10
"121793","01",1084577,1999-07-13,2022-11-14
"039703","01",1819404,2021-03-19,2023-02-28
"038459","03",1844642,2021-05-14,2023-04-25
"039056","01",1855747,2021-06-21,2023-03-16
"039292","03",1865407,2021-09-24,2023-04-03
"106087","01",831609,2019-12-30,2022-08-15
"036991","01",1822877,2020-11-16,2022-08-15
"039089","01",1841330,2021-04-13,2023-03-30
"039878","02",1858503,2021-10-12,2023-04-13
"039876","03",1850051,2021-06-07,2023-04-17
"038961","02",1839839,2021-06-11,2023-03-29
"037549","01",1708331,2020-08-10,2023-03-22
"028590","01",78890,1994-03-30,2023-03-01
"012141","06W",789019,1994-02-14,2023-04-25
"030612","01",896262,1996-05-21,2023-05-04
"026045","01",875657,1996-05-14,2023-03-31
"026007","01",1138118,2001-08-27,2023-04-27
"163669","01",1317630,2005-03-29,2023-05-03
"035587","01",1160661,2002-11-13,2023-04-27
"003562","90W",25232,1994-03-30,2023-04-27
"009818","01W",313838,1996-09-25,2023-02-02
"160329","01",1652044,2015-10-22,2023-04-26
"017306","01",1745916,2018-11-02,2023-04-27
"008867","02",709283,1994-06-02,2023-02-02
"017145","04",936528,1996-05-10,2023-04-14
"184414","01",1166691,2002-08-12,2023-04-27
"025124","01",1707925,2019-03-18,2023-04-27
"024116","01C",1637810,2015-05-29,2023-04-26
"005600","01W",1657853,2016-08-08,2023-04-27
"001794","02",1674862,2016-11-08,2023-05-03
"179216","07C",1406234,2007-07-31,2023-03-17
"013971","02",886977,2002-05-31,2023-04-26
"013579","01",803649,1994-03-23,2023-05-03
"030714","01",927355,1996-06-27,2023-02-08
"039622","01",1879103,2021-09-09,2023-04-25
"016269","01",1177648,2012-11-06,2023-02-08
"185770","05",1503584,2010-10-20,2023-04-03
"156633","01",1261654,2003-10-03,2023-02-09
"037493","02",1829426,2021-02-16,2023-02-09
"287252","90",1576914,2013-07-03,2023-02-09
"034381","01",201533,1994-03-18,2023-04-27
"126296","04",1324424,2005-06-17,2023-05-05
"066354","01",1025378,1998-01-21,2023-04-28
"187450","01",1463101,2011-06-15,2023-04-25
"163976","01",1647088,2017-09-06,2023-04-27
"028340","04",899715,1996-08-12,2023-04-28
"041424","04",1931691,2022-06-01,2023-02-21
"110566","01",1054905,1998-06-29,2023-05-04
"163889","02",1323885,2005-04-20,2023-05-03
"162401","01",1307954,2004-11-24,2023-05-05
"179577","01",1420800,2008-01-04,2023-05-04
"179577","02",1420800,2008-01-04,2023-05-04
"003735","03",313616,1994-04-21,2023-04-25
"027155","01",1652130,2015-09-04,2023-05-04
"002968","02W",19617,1995-11-14,2023-05-03
"004029","07",715957,1995-03-08,2023-05-05
"015153","01",845877,1995-05-15,2023-02-24
"029868","01",912242,1996-08-14,2023-05-04
"013709","01",813762,1995-03-31,2023-02-24
"015581","31C",1045520,2002-09-05,2023-02-24
"164296","03",1437107,2008-11-07,2023-05-05
"018441","04",1576018,2013-05-14,2023-05-03
"024731","19",1959472,2023-02-09,2023-04-28
"038073","02",1839412,2021-01-12,2023-04-28
"036395","90",1795589,2019-12-20,2023-04-27
"005968","03",1481582,2010-01-22,2023-05-01
"012138","01W",1113169,2001-07-26,2023-05-02
"010096","26",1393311,2007-08-09,2023-05-03
"007647","59",70858,1994-03-30,2023-05-01
"183603","14",1679688,2017-02-28,2023-05-03
"010096","30",1393311,2007-08-09,2023-05-03
"010096","62",1393311,2007-08-09,2023-05-03
"183211","01",70858,1994-03-30,2023-05-01
"178081","01W",1099590,2007-05-11,2023-05-04
"020338","01",884713,2000-03-31,2023-05-05
"013431","01",1705873,2018-02-14,2023-05-03
"007741","01",1047335,1998-03-31,2023-05-04
"177847","01",895421,1996-05-15,2023-05-02
"014369","01",821130,1994-03-29,2023-05-04
"118122","04",1521332,2011-05-25,2023-05-04
"008455","01",317187,1995-02-27,2023-05-04
"033447","01",1730430,2018-02-27,2023-05-04
"024170","01",873571,1996-05-14,2006-05-12
"001690","90W",320193,1994-01-26,2023-05-05
"027365","01",11544,1995-11-13,2023-05-04
"064879","01C",1106935,2001-03-22,2014-10-30
"060798","01",903267,1996-05-15,2003-05-13
"030855","01",1068725,1998-08-21,2001-11-14
"019917","01",803003,1995-10-30,2004-03-31
"005961","01",714278,1994-03-31,2003-11-13
"009952","01",276641,1994-03-30,2004-05-17
"112542","01",732417,1995-05-10,2023-03-03
"028386","01",892534,2002-11-29,2015-11-05
"011908","01",785546,1995-05-08,2002-02-14
"145274","04",92108,2001-05-04,2011-05-09
"030306","01",921559,1996-08-09,2002-08-14
"012246","05",1052163,1998-02-10,2005-05-10
"126297","01",1091756,1999-09-30,2007-11-09
"001109","01",747435,1995-11-09,2009-04-23
"062854","01",1007367,1996-06-27,2004-04-15
"008257","01",275866,1995-05-12,2003-11-13
"030169","01",918964,1996-07-15,2006-11-13
"019575","01",808220,1995-08-15,2001-03-08
"026252","01",1094019,2000-08-11,2014-08-14
"010994","01C",746967,1997-01-14,2014-04-14
"004245","90",737572,1996-09-06,2013-10-24
"012467","01",743029,1995-06-28,2000-08-14
"140759","01",1120295,2000-07-31,2017-03-01
"014115","01",36725,1995-05-08,2002-05-14
"009332","01",93444,1994-03-31,2003-11-12
"114484","01",1065049,1998-11-30,2014-03-06
"028157","01",916460,1996-05-08,2002-02-14
"062497","01",889992,1996-05-13,2008-11-07
"064539","90",1028637,1998-03-12,2007-04-19
"001021","01",319126,1996-11-13,2009-05-14
"013799","01",778426,1995-09-28,2006-08-07
"025762","01",890096,1996-08-13,2002-08-19
"063804","01",885259,1996-08-27,2005-05-10
"145431","01",898444,2002-08-14,2002-11-07
"029249","01",911934,1996-06-17,2004-09-22
"029517","01",910329,1996-08-14,2023-05-01
"023948","01",867490,1996-08-29,2006-04-11
"002469","01",15310,1994-05-16,2004-11-01
"065817","01",1000459,1997-01-22,2012-11-23
"009728","02C",314203,1995-11-22,2022-11-04
"025297","01",836564,1995-12-28,2020-08-24
"061940","01",1001463,1996-05-21,2020-08-19
"005135","26",92122,1994-03-28,2023-04-27
"065921","03C",1011509,1997-08-29,2023-03-22
"143132","04",40729,1994-03-10,2023-05-02
"023620","01",837490,1996-03-18,2021-09-16
"066292","01",1050891,1998-04-13,2002-08-14
"014215","01",768914,1996-07-19,2006-08-30
"060943","01",932697,1996-05-13,2003-08-14
"122778","01",1085482,1999-05-04,2009-09-09
"014815","01",354567,1998-06-02,2012-02-24
"012065","01",774517,1995-10-30,2013-02-14
"013199","01",775714,1996-05-15,2007-11-07
"118733","01",1028205,1999-02-18,2007-09-12
"011898","01",727303,1995-05-15,2004-05-14
"022053","01W",1071993,1999-02-12,2021-11-15
"008404","02",76744,1994-02-16,2001-07-16
"009413","01",1044577,1997-11-14,2006-11-22
"007769","05",70502,1994-01-14,2023-04-12
"165842","01",200245,1994-03-31,2005-05-12
"177036","01",200245,1994-03-31,2005-05-12
"039750","01",1044435,2000-05-12,2017-03-14
"004572","01",34497,1995-06-13,2005-06-14
"106100","01",922247,1996-05-15,2023-03-17
"147450","01",947716,1997-03-31,2006-05-16
"001659","01",821026,1994-03-29,2023-02-23
"216249","01",831259,1994-03-31,2023-05-04
"024868","15",100826,2003-11-14,2023-02-22
"035079","02",1769624,2019-04-11,2023-04-03
"037428","02",1820144,2021-01-06,2023-03-17
"252614","01W",1021604,2002-06-14,2022-05-23
"038717","02",1804591,2021-02-16,2023-02-08
"038089","03",1835856,2021-02-12,2023-04-17
"015633","39",1000275,2002-08-23,2022-11-30
"064690","02",1034670,1997-08-11,2023-04-21
"013562","03",1060386,2007-03-01,2023-05-01
"035587","01",1004155,2017-02-22,2023-04-27
"034381","01",811156,1994-03-18,2023-04-27
"007991","01",97216,1994-02-16,2023-05-02
"009061","12",83246,2000-03-30,2023-02-21
"027240","02",1747079,2018-11-05,2023-03-01
"018792","01",1575965,2013-05-15,2023-04-27
"008530","01",78003,1994-03-25,2023-05-02
"007420","01",66570,1994-03-25,2023-05-02
"008539","04",9466,2012-05-04,2023-05-03
